Source,Destination,Distance(M)
City_46,City_44,829120
City_46,City_45,927088
City_46,City_49,27002
City_46,City_5,2241943
City_46,City_50,1154928
City_46,City_52,606068
City_46,City_54,3722102
City_46,City_57,4614354
City_46,City_58,2621435
City_46,City_61,2740296
City_46,City_7,1659952
City_46,City_71,910212
City_46,City_73,1237900
City_46,City_81,307059
City_46,City_82,33976
City_46,City_83,9601926
City_46,City_86,7431835
City_46,City_87,7821629
City_46,City_9,2062928
City_46,City_91,7740369
City_46,City_93,8248827
City_46,City_94,8169234
City_46,City_95,7932501
City_47,City_1,2023286
City_47,City_10,1012364
City_47,City_100,9100563
City_47,City_101,9172570
City_47,City_102,11153182
City_47,City_104,9789119
City_47,City_105,10135780
City_47,City_106,8518611
City_47,City_107,10788098
City_47,City_108,8241554
City_47,City_109,10759603
City_47,City_11,996235
City_47,City_110,12096128
City_47,City_112,11703674
City_47,City_113,9812547
City_47,City_118,14962709
City_47,City_12,2006316
City_47,City_125,8053231
City_47,City_13,5762894
City_47,City_131,2814282
City_47,City_132,5019713
City_47,City_134,2970564
City_47,City_135,4595972
City_47,City_138,12533363
City_47,City_14,5703340
City_47,City_143,6929472
City_47,City_144,7129327
City_47,City_15,5459438
City_47,City_151,9322999
City_47,City_153,7382283
City_47,City_154,8560699
City_47,City_155,8544645
City_47,City_156,8587526
City_47,City_157,7608359
City_47,City_16,5705372
City_47,City_17,4901646
City_47,City_18,5352518
City_47,City_23,11252364
City_47,City_24,9615574
City_47,City_26,10666855
City_47,City_28,8399059
City_47,City_29,11596825
City_47,City_3,1232743
City_47,City_30,10798031
City_47,City_31,11073767
City_47,City_32,10080890
City_47,City_33,8451891
City_47,City_35,8543026
City_47,City_37,8952201
City_47,City_38,8936479
City_47,City_39,9290505
City_47,City_40,9420816
City_47,City_42,10320528
City_47,City_43,959264
City_47,City_44,588214
City_47,City_45,711529
City_47,City_49,330415
City_47,City_5,2384206
City_47,City_50,958397
City_47,City_51,1634534
City_47,City_52,321050
City_47,City_53,4579341
City_47,City_54,3721273
City_47,City_57,4544598
City_47,City_58,2427106
City_47,City_61,2756546
City_47,City_63,7022248
City_47,City_66,8777016
City_47,City_7,1838652
City_47,City_71,899333
City_47,City_72,791627
City_47,City_73,1407333
City_47,City_81,45266
City_47,City_82,295646
City_47,City_83,9926796
City_47,City_84,8997384
City_47,City_85,8880640
City_47,City_86,7756071
City_47,City_87,8145538
City_47,City_88,8264977
City_47,City_9,2173400
City_47,City_90,9095026
City_47,City_91,8065040
City_47,City_93,8573719
City_47,City_94,8492473
City_47,City_95,8250804
City_47,City_99,9180922
City_48,City_1,812328
City_48,City_101,9807070
City_48,City_105,11466593
City_48,City_107,12083733
City_48,City_109,12023780
City_48,City_110,13395178
City_48,City_112,12989020
City_48,City_113,11099685
City_48,City_114,18808127
City_48,City_12,824325
City_48,City_125,8150954
City_48,City_131,1654714
City_48,City_132,3715181
City_48,City_134,1710579
City_48,City_135,3264890
City_48,City_14,4790006
City_48,City_144,7684153
City_48,City_15,4518535
City_48,City_151,9749176
City_48,City_153,7965495
City_48,City_154,8956289
City_48,City_155,8780132
City_48,City_156,8890146
City_48,City_16,4954787
City_48,City_26,11991907
City_48,City_28,9728895
City_48,City_3,1722087
City_48,City_30,12109811
City_48,City_32,11387955
City_48,City_33,8958260
City_48,City_37,9427685
City_48,City_42,10799464
City_48,City_43,2094692
City_48,City_44,1717371
City_48,City_45,1853759
City_48,City_49,1464591
City_48,City_5,1825504
City_48,City_50,2081136
City_48,City_52,1478238
City_48,City_54,2534811
City_48,City_57,3233191
City_48,City_58,1161738
City_48,City_61,1667048
City_48,City_7,1597155
City_48,City_71,703328
City_48,City_73,1322689
City_48,City_81,1383618
City_48,City_82,1455209
City_48,City_83,10351048
City_48,City_86,8357690
City_48,City_87,8754582
City_48,City_9,1527691
City_48,City_91,8510376
City_48,City_93,9027308
City_48,City_94,8859632
City_48,City_95,8498872
City_49,City_106,8477335
City_49,City_108,8183832
City_49,City_11,1001151
City_49,City_118,14856679
City_49,City_122,8366075
City_49,City_128,5884644
City_49,City_137,8497505
City_49,City_138,12428766
City_49,City_141,10246528
City_49,City_142,10019981
City_49,City_143,6599058
City_49,City_150,9262994
City_49,City_152,8974643
City_49,City_158,7719198
City_49,City_17,4668440
City_49,City_23,11070944
City_49,City_24,9611979
City_49,City_29,11468759
City_49,City_31,10998302
City_49,City_35,8215168
City_49,City_38,8609564
City_49,City_47,330415
City_49,City_51,1759120
City_49,City_53,4647925
City_49,City_62,5808906
City_49,City_63,6762060
City_49,City_66,8470064
City_49,City_72,583893
City_49,City_75,969149
City_49,City_79,822332
City_49,City_84,8670098
City_49,City_85,8553823
City_49,City_92,7724139
City_49,City_98,8504259
City_49,City_99,8855762
City_5,City_106,10330688
City_5,City_108,9983216
City_5,City_11,1541660
City_5,City_118,16086718
City_5,City_122,6475178
City_5,City_128,3678174
City_5,City_137,6928827
City_5,City_138,10233623
City_5,City_141,8045841
City_5,City_142,7829513
City_5,City_143,5795215
City_5,City_150,8371028
City_5,City_152,8059600
City_5,City_158,7011810
City_5,City_17,2608091
City_5,City_23,12086007
City_5,City_24,11569507
City_5,City_29,12807943
City_5,City_31,12636830
City_5,City_35,7571290
City_5,City_38,7986410
City_5,City_47,2384206
City_5,City_51,1837156
City_5,City_53,3249298
City_5,City_62,3643294
City_5,City_63,4796151
City_5,City_66,6856572
City_5,City_72,1631794
City_5,City_75,1679406
City_5,City_79,2938845
City_5,City_84,8026403
City_5,City_85,7938402
City_5,City_92,7009590
City_5,City_98,7197449
City_5,City_99,8287629
City_50,City_106,7815764
City_50,City_108,7575431
City_50,City_118,14331565
City_50,City_122,9529507
City_50,City_128,6964410
City_50,City_137,9591352
City_50,City_138,13448798
City_50,City_141,11388302
City_50,City_142,11170881
City_50,City_143,7497284
City_50,City_150,10110763
City_50,City_152,9839903
City_50,City_158,8542643
City_50,City_17,5843216
City_50,City_23,10875620
City_50,City_24,8834951
City_50,City_29,11062908
City_50,City_31,10420496
City_50,City_35,8995907
City_50,City_38,9367821
City_50,City_47,958397
City_50,City_51,2351286
City_50,City_53,5294535
City_50,City_62,6839387
City_50,City_63,7936995
City_50,City_66,9575828
City_50,City_72,1736096
City_50,City_75,1800462
City_50,City_79,412860
City_50,City_84,9434862
City_50,City_85,9310800
City_50,City_92,8550203
City_50,City_98,9520910
City_50,City_99,9581774
City_51,City_1,641025
City_51,City_10,1059333
City_51,City_100,9920204
City_51,City_101,9971078
City_51,City_102,12695191
City_51,City_104,11353908
City_51,City_105,11763289
City_51,City_107,12375861
City_51,City_109,12310528
City_51,City_11,850410
City_51,City_110,13674310
City_51,City_112,13264029
City_51,City_113,11376592
City_51,City_114,18675196
City_51,City_118,16597203
City_51,City_12,672615
City_51,City_125,8209098
City_51,City_13,4923678
City_51,City_131,1421079
City_51,City_132,3423154
City_51,City_134,1463755
City_51,City_135,2975145
City_51,City_14,4630257
City_51,City_143,7495325
City_51,City_144,7841728
City_51,City_15,4353190
City_51,City_151,9869175
City_51,City_153,8127394
City_51,City_154,9073925
City_51,City_155,8864395
City_51,City_156,8988255
City_51,City_157,8278087
City_51,City_16,4837806
City_51,City_17,4358633
City_51,City_18,4393787
City_51,City_22,4771588
City_51,City_23,12818207
City_51,City_26,12288133
City_51,City_28,10019860
City_51,City_29,13223224
City_51,City_3,1955865
City_51,City_30,12404390
City_51,City_31,12703962
City_51,City_32,11670787
City_51,City_33,9099315
City_51,City_37,9559862
City_51,City_39,9975081
City_51,City_40,10015276
City_51,City_42,10925480
City_51,City_43,2366052
City_51,City_44,1995382
City_51,City_45,2130042
City_51,City_49,1759120
City_51,City_5,1837156
City_51,City_50,2351286
City_51,City_52,1764439
City_51,City_54,2309064
City_51,City_57,2952913
City_51,City_58,895539
City_51,City_61,1501223
City_51,City_7,1709002
City_51,City_71,964658
City_51,City_73,1495662
City_51,City_78,173275
City_51,City_81,1679591
City_51,City_82,1750465
City_51,City_83,10467510
City_51,City_85,9606111
City_51,City_86,8521431
City_51,City_87,8917991
City_51,City_88,8988864
City_51,City_9,1535233
City_51,City_90,9680040
City_51,City_91,8640926
City_51,City_93,9156883
City_51,City_94,8971734
City_51,City_95,8587509
City_51,City_99,9942834
City_52,City_106,8367450
City_52,City_108,8105524
City_52,City_118,14853367
City_52,City_122,8963426
City_52,City_128,6299834
City_52,City_137,9116615
City_52,City_138,12791219
City_52,City_141,10730828
City_52,City_142,10517250
City_52,City_143,7191277
City_52,City_150,9846799
City_52,City_152,9562402
City_52,City_158,8293859
City_52,City_17,5219676
City_52,City_23,11234738
City_52,City_24,9430817
City_52,City_29,11520143
City_52,City_31,10947375
City_52,City_35,8778583
City_52,City_38,9167108
City_52,City_47,321050
City_52,City_51,1764439
City_52,City_53,4725369
City_52,City_62,6177023
City_52,City_63,7343170
City_52,City_66,9088169
City_52,City_72,1111774
City_52,City_75,1143611
City_52,City_79,252706
City_52,City_84,9229727
City_52,City_85,9110859
City_52,City_92,8299536
City_52,City_98,9120337
City_52,City_99,9403934
City_53,City_1,2603175
City_53,City_10,3758242
City_53,City_100,10938749
City_53,City_101,10941847
City_53,City_102,15127384
City_53,City_104,14286300
City_53,City_105,14593927
City_53,City_107,15000554
City_53,City_109,14798824
City_53,City_11,3648847
City_53,City_110,16606702
City_53,City_112,16176223
City_53,City_113,14308139
City_53,City_114,15987008
City_53,City_118,19301381
City_53,City_12,2637179
City_53,City_125,8297334
City_53,City_13,3903777
City_53,City_131,2430904
City_53,City_132,1377866
City_53,City_134,1703907
City_53,City_135,41355
City_53,City_14,3163598
City_53,City_143,8420712
City_53,City_144,8964228
City_53,City_15,2902346
City_53,City_151,10381892
City_53,City_153,9264480
City_53,City_154,9651653
City_53,City_155,9130068
City_53,City_156,9377859
City_53,City_157,9259501
City_53,City_16,3783947
City_53,City_17,4156930
City_53,City_18,3293145
City_53,City_22,3154472
City_53,City_23,15332498
City_53,City_28,12977811
City_53,City_29,16018654
City_53,City_3,4471888
City_53,City_30,15109013
City_53,City_31,15646194
City_53,City_32,14623182
City_53,City_33,9916299
City_53,City_37,10233839
City_53,City_39,10729024
City_53,City_40,10594527
City_53,City_42,11380772
City_53,City_43,5311224
City_53,City_44,4951264
City_53,City_45,5083514
City_53,City_49,4647925
City_53,City_5,3249298
City_53,City_50,5294535
City_53,City_52,4725369
City_53,City_54,1426759
City_53,City_57,309252
City_53,City_58,2392705
City_53,City_61,2199018
City_53,City_7,3706626
City_53,City_71,3767615
City_53,City_73,3849992
City_53,City_78,3116679
City_53,City_81,4623584
City_53,City_82,4647366
City_53,City_83,10875525
City_53,City_85,10491676
City_53,City_86,9637324
City_53,City_87,9990021
City_53,City_88,9961829
City_53,City_9,3139417
City_53,City_90,10293780
City_53,City_91,9399358
City_53,City_93,9848149
City_53,City_94,9504656
City_53,City_95,8929536
City_53,City_99,10847845
City_54,City_106,12128604
City_54,City_108,11805266
City_54,City_118,17876088
City_54,City_122,6516078
City_54,City_128,2670080
City_54,City_137,7390056
City_54,City_138,8874585
City_54,City_141,7139313
City_54,City_142,6995036
City_54,City_143,7064464
City_54,City_150,9370427
City_54,City_152,9064025
City_54,City_158,8250005
City_54,City_17,2930033
City_54,City_23,13931978
City_54,City_24,13303074
City_54,City_29,14707387
City_54,City_31,14523921
City_54,City_35,8812743
City_54,City_38,9213410
City_54,City_47,3721273
City_54,City_51,2309064
City_54,City_53,1426759
City_54,City_62,2380347
City_54,City_63,4884799
City_54,City_66,7269031
City_54,City_72,3175348
City_54,City_75,2806204
City_54,City_79,4183983
City_54,City_84,9236489
City_54,City_85,9173956
City_54,City_92,8243024
City_54,City_98,7922223
City_54,City_99,9531819
City_55,City_11,2575419
City_55,City_132,2121590
City_55,City_16,3621553
City_55,City_17,3656141
City_55,City_44,3947855
City_56,City_126,5523942
City_56,City_127,3784410
City_56,City_129,3713433
City_56,City_132,662572
City_56,City_133,2820360
City_56,City_16,4543355
City_56,City_19,3779708
City_56,City_20,4799945
City_56,City_21,4943398
City_56,City_4,3335989
City_56,City_44,5451560
City_56,City_55,1894012
City_56,City_6,4168573
City_56,City_8,5152231
City_57,City_106,13061819
City_57,City_108,12773331
City_57,City_11,3588477
City_57,City_118,19023162
City_57,City_122,7039821
City_57,City_128,2906004
City_57,City_137,8095873
City_57,City_138,8335484
City_57,City_141,7021849
City_57,City_142,6937442
City_57,City_143,8126613
City_57,City_150,10277819
City_57,City_152,9980729
City_57,City_158,9281907
City_57,City_17,3852191
City_57,City_23,15119364
City_57,City_24,14136955
City_57,City_29,15864097
City_57,City_31,15572523
City_57,City_35,9836996
City_57,City_38,10225279
City_57,City_47,4544598
City_57,City_51,2952913
City_57,City_53,309252
City_57,City_62,2453413
City_57,City_63,5531639
City_57,City_66,7954955
City_57,City_72,4133969
City_57,City_75,3634324
City_57,City_79,4925652
City_57,City_84,10240840
City_57,City_85,10190039
City_57,City_92,9273186
City_57,City_98,8738520
City_57,City_99,10545816
City_58,City_106,10781180
City_58,City_108,10547447
City_58,City_11,1744998
City_58,City_118,17301135
City_58,City_122,8588591
City_58,City_128,4879026
City_58,City_137,9272083
City_58,City_138,10805628
City_58,City_141,9320418
City_58,City_142,9189991
City_58,City_143,8257371
City_58,City_150,10848580
City_58,City_152,10537125
City_58,City_158,9470945
City_58,City_17,4767418
City_58,City_23,13673198
City_58,City_24,11743159
City_58,City_29,14004269
City_58,City_31,13392106
City_58,City_35,10025427
City_58,City_38,10440623
City_58,City_47,2427106
City_58,City_51,895539
City_58,City_53,2392705
City_58,City_62,4565341
City_58,City_63,6908539
City_58,City_66,9177756
City_58,City_72,2387839
City_58,City_75,1698782
City_58,City_79,2648965
City_58,City_84,10484072
City_58,City_85,10390976
City_58,City_92,9469701
City_58,City_98,9632820
City_58,City_99,10735032
City_59,City_1,7402610
City_59,City_103,13630050
City_59,City_105,14490549
City_59,City_112,12653497
City_59,City_113,12089277
City_59,City_12,7464226
City_59,City_123,14180259
City_59,City_130,6897638
City_59,City_131,5698484
City_59,City_132,4928687
City_59,City_134,7180022
City_59,City_135,6265876
City_59,City_2,7881421
City_59,City_26,14875880
City_59,City_27,11964499
City_59,City_32,12547533
City_59,City_43,7825819
City_59,City_44,7797380
City_59,City_46,8329256
City_59,City_48,7259816
City_59,City_49,8326338
City_59,City_5,8706523
City_59,City_57,6615088
City_59,City_58,6268260
City_59,City_6,8146907
City_59,City_61,7765879
City_59,City_71,7925525
City_59,City_73,8574554
City_59,City_74,8125111
City_59,City_76,7956258
City_59,City_77,7265626
City_59,City_8,8839553
City_59,City_80,7809324
City_59,City_82,8296164
City_6,City_107,11642497
City_6,City_109,11516468
City_6,City_132,4212019
City_6,City_15,3991988
City_6,City_16,4279094
City_6,City_22,4419017
City_6,City_28,9646149
City_6,City_3,1052731
City_6,City_30,11714146
City_6,City_44,2032229
City_6,City_45,2165981
City_6,City_50,2415516
City_6,City_52,1751669
City_6,City_54,2345616
City_6,City_7,653378
City_6,City_78,952993
City_6,City_81,1500564
City_6,City_9,723330
City_60,City_11,7997932
City_60,City_133,7929468
City_60,City_23,16672222
City_60,City_29,15591804
City_60,City_31,14483762
City_60,City_4,7542699
City_60,City_55,6719069
City_61,City_106,11142849
City_61,City_108,10823299
City_61,City_11,1761299
City_61,City_118,17152974
City_61,City_122,6850439
City_61,City_128,3394106
City_61,City_137,7524790
City_61,City_138,9796301
City_61,City_141,7898834
City_61,City_142,7725119
City_61,City_143,6734984
City_61,City_150,9225393
City_61,City_152,8913465
City_61,City_158,7949145
City_61,City_17,3014891
City_61,City_23,13149752
City_61,City_24,12315955
City_61,City_29,13828163
City_61,City_31,13566377
City_61,City_35,8513600
City_61,City_38,8926131
City_61,City_47,2756546
City_61,City_51,1501223
City_61,City_53,2199018
City_61,City_62,3204625
City_61,City_63,5164443
City_61,City_66,7427616
City_61,City_72,2187618
City_61,City_75,1853842
City_61,City_79,3242588
City_61,City_84,8960187
City_61,City_85,8880927
City_61,City_92,7945137
City_61,City_98,7921446
City_61,City_99,9235436
City_62,City_1,4050906
City_62,City_10,4900927
City_62,City_100,8866896
City_62,City_101,8838986
City_62,City_102,13792844
City_62,City_105,14202766
City_62,City_106,13768052
City_62,City_107,14015263
City_62,City_108,13378428
City_62,City_109,13613507
City_62,City_11,4934879
City_62,City_114,14023425
City_62,City_118,16845910
City_62,City_12,4040076
City_62,City_125,5935346
City_62,City_13,1547537
City_62,City_131,4851007
City_62,City_132,3974256
City_62,City_134,3245982
City_62,City_135,2758356
City_62,City_138,6623098
City_62,City_14,716453
City_62,City_143,6573895
City_62,City_144,7194026
City_62,City_15,685937
City_62,City_151,8066323
City_62,City_153,7466167
City_62,City_154,7433898
City_62,City_155,6788423
City_62,City_156,7080163
City_62,City_157,7345569
City_62,City_16,1443707
City_62,City_17,2438762
City_62,City_18,1172394
City_62,City_23,14082388
City_62,City_24,15075776
City_62,City_26,14441116
City_62,City_28,13571230
City_62,City_29,15197009
City_62,City_3,5163520
City_62,City_30,14269985
City_62,City_31,15586090
City_62,City_33,7817689
City_62,City_35,8065472
City_62,City_37,8018419
City_62,City_38,8401479
City_62,City_39,8515288
City_62,City_40,8296493
City_62,City_42,8965060
City_62,City_43,6846132
City_62,City_44,6454006
City_62,City_45,6591575
City_62,City_49,5808906
City_62,City_5,3643294
City_62,City_50,6839387
City_62,City_51,4664193
City_62,City_52,6177023
City_62,City_53,2727339
City_62,City_54,2380347
City_62,City_57,2453413
City_62,City_58,4565341
City_62,City_61,3204625
City_62,City_63,3309480
City_62,City_66,5678688
City_62,City_7,4262801
City_62,City_71,5018272
City_62,City_72,5235019
City_62,City_73,4634871
City_62,City_81,5945533
City_62,City_82,5826602
City_62,City_83,8472904
City_62,City_84,8396857
City_62,City_85,8379080
City_62,City_86,7776438
City_62,City_87,8055733
City_62,City_88,7961342
City_62,City_9,3778036
City_62,City_90,8039254
City_62,City_91,7317030
City_62,City_93,7678612
City_62,City_94,7274794
City_62,City_95,6645653
City_62,City_99,8712946
City_63,City_1,5937072
City_63,City_10,6159908
City_63,City_100,5653579
City_63,City_101,5611263
City_63,City_102,10704308
City_63,City_104,13524881
City_63,City_105,11583949
City_63,City_107,11070925
City_63,City_109,10606944
City_63,City_11,6325087
City_63,City_110,14331954
City_63,City_112,14416445
City_63,City_113,13545359
City_63,City_114,12226177
City_63,City_118,13616762
City_63,City_12,5892856
City_63,City_125,2649892
City_63,City_13,1935090
City_63,City_131,7379870
City_63,City_132,7184861
City_63,City_134,5567275
City_63,City_135,5874868
City_63,City_14,2705005
City_63,City_143,3686595
City_63,City_144,4310587
City_63,City_15,2943851
City_63,City_151,4770616
City_63,City_153,4528008
City_63,City_154,4185470
City_63,City_155,3497946
City_63,City_156,3802137
City_63,City_157,4315645
City_63,City_16,2054397
City_63,City_17,2195299
City_63,City_18,2552942
City_63,City_22,2774799
City_63,City_23,11008074
City_63,City_26,11637380
City_63,City_28,11915313
City_63,City_29,12196294
City_63,City_3,5841937
City_63,City_30,11373480
City_63,City_31,12921300
City_63,City_32,13357204
City_63,City_33,4624297
City_63,City_34,4568026
City_63,City_37,4758087
City_63,City_39,5246723
City_63,City_40,5003336
City_63,City_42,5655913
City_63,City_43,7930007
City_63,City_44,7602391
City_63,City_45,7709467
City_63,City_49,6762060
City_63,City_5,4796151
City_63,City_50,7936995
City_63,City_52,7343170
City_63,City_54,4884799
City_63,City_57,5531639
City_63,City_58,6908539
City_63,City_61,5164443
City_63,City_7,5218822
City_63,City_71,6342090
City_63,City_73,5642577
City_63,City_81,7034033
City_63,City_82,6794175
City_63,City_83,5163490
City_63,City_85,5159161
City_63,City_86,4757539
City_63,City_87,4961421
City_63,City_88,4825388
City_63,City_9,5082733
City_63,City_90,4762902
City_63,City_91,4156101
City_63,City_93,4448894
City_63,City_94,4024194
City_63,City_95,3382856
City_63,City_96,4238051
City_63,City_99,5473430
City_64,City_106,12133031
City_64,City_108,11725038
City_64,City_118,12828979
City_64,City_138,6293824
City_64,City_143,3529703
City_64,City_17,3046424
City_64,City_21,2636089
City_64,City_23,10509116
City_64,City_24,13289200
City_64,City_29,11708990
City_64,City_31,12542077
City_64,City_35,4417489
City_64,City_36,4308642
City_64,City_38,4660700
City_64,City_51,7405053
City_64,City_53,6652846
City_64,City_63,868085
City_64,City_66,1633838
City_64,City_69,1301291
City_64,City_72,7018502
City_64,City_84,4634051
City_64,City_85,4654635
City_64,City_99,4939052
City_65,City_106,12141770
City_65,City_108,11944624
City_65,City_111,11048919
City_65,City_138,5007253
City_65,City_24,12408367
City_65,City_35,5266137
City_65,City_36,4871745
City_65,City_38,5049257
City_65,City_51,12432538
City_65,City_53,11143197
City_65,City_63,5882554
City_65,City_66,3912779
City_65,City_69,5858843
City_65,City_72,11933676
City_65,City_84,4970756
City_66,City_1,8120756
City_66,City_10,8086512
City_66,City_100,3746298
City_66,City_101,3670341
City_66,City_102,8717266
City_66,City_104,12283632
City_66,City_105,9962603
City_66,City_107,9208749
City_66,City_109,8711030
City_66,City_11,8288867
City_66,City_110,12368584
City_66,City_112,12573328
City_66,City_113,12297569
City_66,City_114,10219653
City_66,City_118,11203641
City_66,City_12,8069276
City_66,City_125,1109453
City_66,City_13,4358210
City_66,City_131,9687043
City_66,City_132,9603146
City_66,City_134,7891484
City_66,City_135,8297860
City_66,City_14,5115928
City_66,City_143,2902986
City_66,City_144,3323896
City_66,City_15,5363200
City_66,City_151,2647447
City_66,City_153,3382638
City_66,City_154,2344973
City_66,City_155,1573526
City_66,City_156,1894298
City_66,City_157,3042326
City_66,City_16,4477650
City_66,City_17,4416820
City_66,City_18,4974586
City_66,City_23,9021993
City_66,City_26,9860525
City_66,City_28,10985253
City_66,City_29,10218563
City_66,City_3,7544277
City_66,City_30,9535611
City_66,City_31,11143576
City_66,City_32,11970198
City_66,City_33,2891834
City_66,City_34,2615469
City_66,City_37,2795050
City_66,City_39,3210011
City_66,City_40,2879022
City_66,City_42,3350553
City_66,City_43,9562070
City_66,City_44,9307997
City_66,City_45,9386256
City_66,City_49,8470064
City_66,City_5,6856572
City_66,City_50,9575828
City_66,City_52,9088169
City_66,City_54,7269031
City_66,City_57,7954955
City_66,City_58,9177756
City_66,City_61,7427616
City_66,City_7,7142795
City_66,City_71,8275700
City_66,City_73,7527221
City_66,City_81,8776277
City_66,City_82,8505317
City_66,City_83,2892415
City_66,City_85,3282078
City_66,City_86,3404474
City_66,City_87,3414382
City_66,City_88,3207587
City_66,City_9,7157759
City_66,City_90,2735817
City_66,City_91,2605251
City_66,City_93,2633114
City_66,City_94,2203887
City_66,City_95,1661651
City_66,City_96,2382803
City_66,City_99,3511312
City_67,City_1,10720263
City_67,City_100,9329848
City_67,City_103,14734764
City_67,City_111,14887473
City_67,City_112,15046031
City_67,City_113,16575380
City_67,City_12,10715111
City_67,City_123,6520692
City_67,City_130,8528294
City_67,City_131,11088540
City_67,City_134,9846256
City_67,City_135,8664681
City_67,City_157,9253296
City_67,City_2,11781105
City_67,City_27,16932230
City_67,City_32,16109254
City_67,City_36,8698474
City_67,City_43,13535368
City_67,City_46,12488327
City_67,City_48,11530214
City_67,City_49,12461755
City_67,City_5,10249496
City_67,City_57,8540951
City_67,City_58,11004132
City_67,City_61,9890115
City_67,City_71,11705347
City_67,City_73,11256803
City_67,City_74,11433207
City_67,City_76,11689155
City_67,City_77,11465191
City_67,City_80,12658627
City_67,City_82,12482930
City_68,City_100,2702658
City_68,City_143,1756390
City_68,City_157,1806392
City_68,City_16,4928064
City_68,City_17,4537024
City_68,City_85,2211948
City_68,City_99,2500784
City_69,City_100,4551829
City_69,City_126,1918424
City_69,City_127,3961853
City_69,City_132,7983142
City_69,City_133,4879881
City_69,City_136,5318245
City_69,City_139,3229373
City_69,City_157,3117049
City_69,City_159,4518423
City_69,City_16,2917284
City_69,City_19,3847868
City_69,City_20,2635609
City_69,City_21,2480532
City_69,City_36,3765383
City_69,City_41,3679441
City_69,City_55,6187077
City_69,City_68,2035272
City_69,City_97,5272211
City_7,City_106,9733065
City_7,City_108,9392340
City_7,City_118,15661154
City_7,City_122,6871621
City_7,City_128,4288067
City_7,City_137,7198669
City_7,City_138,10844375
City_7,City_141,8611945
City_7,City_142,8386286
City_7,City_143,5786455
City_7,City_150,8424942
City_7,City_152,8117224
City_7,City_158,6991276
City_7,City_17,3068977
City_7,City_23,11663966
City_7,City_24,10960844
City_7,City_29,12317280
City_7,City_31,12082504
City_7,City_35,7538880
City_7,City_38,7953086
City_7,City_47,1838652
City_7,City_51,1709002
City_7,City_53,3706626
City_7,City_62,4262801
City_7,City_63,5218822
City_7,City_66,7142795
City_7,City_72,1056558
City_7,City_75,1285954
City_7,City_79,2399043
City_7,City_84,7999775
City_7,City_85,7902143
City_7,City_92,6991238
City_7,City_98,7375320
City_7,City_99,8241622
City_70,City_118,12334647
City_70,City_136,6045698
City_70,City_139,1167630
City_70,City_143,6343849
City_70,City_159,5904513
City_70,City_36,6312123
City_70,City_41,5867135
City_70,City_68,4770013
City_70,City_85,6669590
City_70,City_97,6462966
City_70,City_99,6820526
City_71,City_106,9362182
City_71,City_108,9068635
City_71,City_11,121146
City_71,City_118,15719698
City_71,City_122,8004327
City_71,City_128,5140368
City_71,City_137,8327772
City_71,City_138,11637093
City_71,City_141,9588219
City_71,City_142,9382686
City_71,City_143,6757356
City_71,City_150,9424929
City_71,City_152,9122882
City_71,City_158,7935982
City_71,City_17,4170290
City_71,City_23,11868299
City_71,City_24,10489239
City_71,City_29,12322620
City_71,City_31,11879535
City_71,City_35,8465050
City_71,City_38,8873493
City_71,City_47,899333
City_71,City_51,964658
City_71,City_53,3767615
City_71,City_62,5018272
City_71,City_63,6342090
City_71,City_66,8275700
City_71,City_72,530520
City_71,City_75,183657
City_71,City_79,1412299
City_71,City_84,8926716
City_71,City_85,8820012
City_71,City_92,7938106
City_71,City_98,8467986
City_71,City_99,9144939
City_72,City_1,1622967
City_72,City_10,468846
City_72,City_100,8634852
City_72,City_101,8697654
City_72,City_102,11217283
City_72,City_104,10305724
City_72,City_105,10389155
City_72,City_107,10928141
City_72,City_109,10837562
City_72,City_11,644499
City_72,City_110,12575132
City_72,City_112,12209659
City_72,City_113,10329900
City_72,City_114,18146311
City_72,City_118,15237350
City_72,City_12,1585036
City_72,City_125,7353104
City_72,City_13,4991454
City_72,City_131,2885135
City_72,City_132,4883049
City_72,City_134,2530862
City_72,City_135,4243646
City_72,City_14,4975631
City_72,City_143,6343295
City_72,City_144,6602699
City_72,City_15,4743298
City_72,City_151,8747160
City_72,City_153,6871640
City_72,City_154,7967970
City_72,City_155,7890494
City_72,City_156,7957881
City_72,City_157,7067638
City_72,City_16,4938128
City_72,City_17,4111248
City_72,City_18,4603494
City_72,City_22,5167204
City_72,City_23,11352057
City_72,City_26,10891727
City_72,City_28,8822346
City_72,City_29,11836813
City_72,City_3,550700
City_72,City_30,10978665
City_72,City_31,11438842
City_72,City_32,10559238
City_72,City_33,7908250
City_72,City_37,8396569
City_72,City_39,8767431
City_72,City_40,8863365
City_72,City_42,9773079
City_72,City_43,1733819
City_72,City_44,1377821
City_72,City_45,1494969
City_72,City_49,583893
City_72,City_5,1631794
City_72,City_50,1736096
City_72,City_52,1111774
City_72,City_54,3175348
City_72,City_57,4133969
City_72,City_58,2387839
City_72,City_61,2187618
City_72,City_7,1056558
City_72,City_71,530520
City_72,City_73,629615
City_72,City_78,1325670
City_72,City_81,807084
City_72,City_82,607384
City_72,City_83,9353080
City_72,City_85,8371860
City_72,City_86,7257017
City_72,City_87,7652298
City_72,City_88,7751409
City_72,City_9,1457814
City_72,City_90,8531842
City_72,City_91,7491285
City_72,City_93,8006267
City_72,City_94,7887630
City_72,City_95,7599537
City_72,City_99,8689784
City_73,City_106,9452338
